Date,LMT,NOC
2017-09-05,246.17991638183594,236.39764404296875
2017-09-06,245.56890869140625,233.92845153808594
2017-09-07,246.30203247070312,234.4574737548828
2017-09-08,246.75018310546875,235.85081481933594
2017-09-11,248.0372772216797,237.48220825195312
2017-09-12,247.42628479003906,237.18240356445312
2017-09-13,244.55055236816406,235.189453125
2017-09-14,245.4792938232422,234.2987823486328
2017-09-15,246.26138305664062,235.4804229736328
2017-09-18,247.48316955566406,243.36419677734375
2017-09-19,248.9903564453125,245.44540405273438
2017-09-20,250.8232421875,246.9533233642578
2017-09-21,250.91282653808594,247.2884063720703
2017-09-22,251.3445587158203,248.28485107421875
2017-09-25,249.9678955078125,248.1261444091797
2017-09-26,252.1918182373047,251.09808349609375
2017-09-27,252.63990783691406,252.9498748779297
2017-09-28,251.8252716064453,250.99217224121094
2017-09-29,252.7701416015625,253.7259063720703
2017-10-02,253.617431640625,255.6484375
2017-10-03,254.86373901367188,256.68896484375
2017-10-04,254.99407958984375,257.6590270996094
2017-10-05,256.2649841308594,258.099853515625
2017-10-06,257.79638671875,258.6731872558594
2017-10-09,258.4807434082031,259.1405029296875
2017-10-10,258.8146667480469,258.6731872558594
2017-10-11,259.5315856933594,260.3133239746094
2017-10-12,261.6170349121094,263.3910217285156
2017-10-13,260.18328857421875,261.3804931640625
2017-10-16,259.8166809082031,260.8336181640625
2017-10-17,259.2708740234375,259.5461730957031
2017-10-18,257.0714111328125,257.50030517578125
2017-10-19,258.10595703125,258.0735168457031
2017-10-20,260.6802062988281,259.7930908203125
2017-10-23,261.27496337890625,259.3079833984375
2017-10-24,255.10003662109375,259.2904357910156
2017-10-25,254.51356506347656,268.7438659667969
2017-10-26,250.8150177001953,262.782470703125
2017-10-27,250.90460205078125,262.4914855957031
2017-10-30,251.4178924560547,261.3538818359375
2017-10-31,251.03504943847656,260.6131591796875
2017-11-01,249.76422119140625,259.4139404296875
2017-11-02,253.23455810546875,265.7543640136719
2017-11-03,252.52586364746094,266.0189208984375
2017-11-06,252.59912109375,266.1952209472656
2017-11-07,255.2141571044922,267.47393798828125
2017-11-08,257.1283874511719,267.4652404785156
2017-11-09,253.41371154785156,263.796630859375
2017-11-10,253.4871063232422,262.9060363769531
2017-11-13,254.9370574951172,263.21466064453125
2017-11-14,255.58070373535156,264.9607849121094
2017-11-15,253.05535888671875,264.5021667480469
2017-11-16,254.69268798828125,265.04010009765625
2017-11-17,252.28955078125,261.7772216796875
2017-11-20,256.3219909667969,265.3840026855469
2017-11-21,258.1874694824219,268.3558654785156
2017-11-22,256.5011901855469,266.3364562988281
2017-11-24,257.2750244140625,266.9537048339844
2017-11-27,257.9919738769531,267.7562255859375
2017-11-28,259.873779296875,271.5216369628906
2017-11-29,261.29937744140625,270.4546203613281
2017-11-30,261.59442138671875,271.0806884765625
2017-12-01,257.0448913574219,265.09112548828125
2017-12-04,255.57748413085938,265.91400146484375
2017-12-05,254.2332305908203,263.4278869628906
2017-12-06,255.7333221435547,265.5954284667969
2017-12-07,257.7416687011719,267.78961181640625
2017-12-08,258.9139099121094,270.43487548828125
2017-12-11,259.17626953125,269.4528503417969
2017-12-12,258.9467468261719,271.8592834472656
2017-12-13,260.5041809082031,272.9033203125
2017-12-14,259.86474609375,271.53204345703125
2017-12-15,264.6274719238281,274.68157958984375
2017-12-18,264.57830810546875,272.8502502441406
2017-12-19,262.2911376953125,271.7177734375
2017-12-20,260.44677734375,271.2754211425781
2017-12-21,260.0124206542969,269.3909606933594
2017-12-22,260.7009582519531,268.7628479003906
2017-12-26,261.0943908691406,268.8158874511719
2017-12-27,261.8568115234375,270.86846923828125
2017-12-28,264.03729248046875,272.75286865234375
2017-12-29,263.17645263671875,271.53204345703125
2018-01-02,261.1189880371094,270.0544128417969
2018-01-03,263.30767822265625,271.3018493652344
2018-01-04,267.8243408203125,272.9828796386719
2018-01-05,270.2508239746094,272.6909484863281
2018-01-08,269.0049133300781,272.72637939453125
2018-01-09,270.93133544921875,274.6108703613281
2018-01-10,271.3739013671875,272.1513671875
2018-01-11,271.43939208984375,273.8675537109375
2018-01-12,275.6365661621094,278.8220520019531
2018-01-16,270.60333251953125,276.51300048828125
2018-01-17,274.49700927734375,280.91015625
2018-01-18,272.9722900390625,278.070068359375
2018-01-19,272.15264892578125,279.9013977050781
2018-01-22,269.6934814453125,278.813232421875
2018-01-23,269.4475402832031,277.3446350097656
2018-01-24,270.9147644042969,277.32696533203125
2018-01-25,274.38238525390625,287.53668212890625
2018-01-26,282.7271728515625,296.8794860839844
2018-01-29,288.0719909667969,299.3388977050781
2018-01-30,287.22760009765625,300.3298645019531
2018-01-31,290.88360595703125,301.2766418457031
2018-02-01,292.9576110839844,303.3379821777344
2018-02-02,289.0884094238281,297.96771240234375
2018-02-05,275.80877685546875,285.2099304199219
2018-02-06,276.73492431640625,289.7485656738281
2018-02-07,283.1617126464844,298.7373352050781
2018-02-08,274.0381164550781,286.6608581542969
2018-02-09,279.8744812011719,294.3403015136719
2018-02-12,283.4731750488281,298.54278564453125
2018-02-13,287.0965270996094,303.7803039550781
2018-02-14,290.72784423828125,309.3188171386719
2018-02-15,295.9249572753906,315.7684020996094
2018-02-16,295.5397033691406,314.9632568359375
2018-02-20,294.031494140625,309.973388671875
2018-02-21,292.6953125,310.38037109375
2018-02-22,291.34271240234375,308.4427490234375
2018-02-23,294.031494140625,310.99090576171875
2018-02-26,294.0396728515625,314.15814208984375
2018-02-27,293.6050720214844,312.89312744140625
2018-02-28,290.5303649902344,309.6903076171875
2018-03-01,280.0200500488281,300.400634765625
2018-03-02,281.69342041015625,304.4924621582031
